artist,album,name,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Micheal Jackson,Thriller 40,Wanna Be Startin' Somethin' - Demo,29,0.0325,0.481,0.659,0.875,0.184,-12.91,0.0438,84.012,0.298
A R Rahman,Ponniyin Selvan Part - 2 (Original Motion Picture Soundtrack),Shivoham,29,0.822,0.39,0.218,0.000392,0.114,-14.708,0.0335,84.17,0.317
Hip Hop Tamizha,Mega Power Star,Rooba Rooba,29,0.108,0.709,0.758,0,0.124,-6.33,0.0847,125.971,0.625
Hip Hop Tamizha,Kadaisi Ulaga Por (Original Motion Picture Soundtrack),Keerthana,29,0.0345,0.736,0.555,0.000157,0.0798,-4.689,0.0757,91.997,0.323
A R Rahman,Maamannan (Original Motion Picture Soundtrack),Utchanthala,29,0.792,0.584,0.775,0.838,0.196,-6.21,0.0362,126.057,0.562
A R Rahman,Rahman - The Master Blaster,September Madham,29,0.502,0.56,0.426,0.00493,0.156,-8.863,0.0272,129.875,0.219
Vijay Antony,Ninaithale Inikkum (Original Motion Picture Soundtrack),Nanbanai Partha,29,0.258,0.603,0.64,0,0.349,-5.601,0.0318,129.988,0.699
Sam C.S.,Kaithi (Original Background Score),The Hot Biriyani,29,0.0962,0.723,0.982,0.00166,0.287,-3.284,0.071,120.957,0.814
Yuvan Shankar Raja,Music Special,"Maya Maya (From ""Baba"")",29,0.559,0.616,0.351,0.000103,0.0826,-10.926,0.0277,91.139,0.642
Micheal Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,Earth Song - Hani's Club Experience,28,0.189,0.644,0.848,0.181,0.076,-4.543,0.15,198.029,0.557
Yuvan Shankar Raja,The Greatest Of All Time Ost,On Da Run In Moscow,28,0.39,0.2,0.185,0.0000502,0.148,-17.571,0.0383,138.003,0.262
Anirudh Ravichander,The Badass Themes,"The Theri Theme (From ""Vedalam"")",28,0.0316,0.543,0.74,0.921,0.517,-5.667,0.0303,69.993,0.51
Micheal Jackson,Got To Be There,You've Got A Friend,28,0.667,0.657,0.467,0.00000192,0.0295,-8.925,0.0341,100.139,0.276
Yuvan Shankar Raja,Irumbuthirai (Original Background Score),Username White Devil,28,0.364,0.491,0.464,0.0000274,0.383,-16.922,0.898,74.215,0.534
Micheal Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,Money - Fire Island Radio Edit,28,0.168,0.658,0.664,0.000014,0.12,-6.071,0.0371,139.992,0.392
Micheal Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,You Are Not Alone - Classic Club Mix,28,0.0323,0.481,0.61,0,0.288,-7.269,0.202,79.2,0.716
Micheal Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,2 Bad - Refugee Camp Mix,28,0.608,0.813,0.549,0.000001,0.129,-12.427,0.269,103.914,0.562
Micheal Jackson,Thriller 25 Super Deluxe Edition,Billie Jean - Underground Mix,28,0.756,0.366,0.14,0.881,0.121,-22.71,0.0378,80.244,0.0299
Micheal Jackson,Thriller 40,Wanna Be Startin' Somethin' - Tommy D's Main Mix,28,0.26,0.773,0.261,0.00000804,0.147,-19.005,0.0376,103.98,0.339
Hip Hop Tamizha,Natpe Thunai (Original Motion Picture Soundtrack),Veedhikor Jaadhi,28,0.0153,0.861,0.594,0.000326,0.104,-4.658,0.121,103.159,0.506
Marshmello,Joytime III,Angklung Life,28,0.821,0.721,0.411,0.0000386,0.18,-9.053,0.0305,130.003,0.503
Micheal Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,Stranger in Moscow - Tee's In-House Club Mix,28,0.416,0.273,0.22,0.000189,0.116,-14.326,0.0363,179.445,0.0719
A R Rahman,Raayan (Original Background Score),Raayan's Lullaby,28,0.0668,0.4,0.791,0,0.478,-3.764,0.167,121.394,0.12
Yuvan Shankar Raja,Irumbuthirai (Original Background Score),Sacrifice Of Relationships,27,0.283,0.501,0.432,0.081,0.117,-9.507,0.0278,99.939,0.198
Hip Hop Tamizha,A1 Express (Original Motion Picture Soundtrack),Amigo,27,0.566,0.665,0.558,0.00000457,0.219,-7.863,0.303,89.953,0.37
Marshmello,Shockwave,Back It Up,27,0.307,0.255,0.367,0.879,0.235,-10.877,0.0314,52.64,0.407
A R Rahman,PS-2 (Malayalam) [Original Motion Picture Soundtrack],"Akamalar (From ""PS-2"") [Malayalam]",27,0.000739,0.547,0.651,0,0.235,-7.601,0.3,77.878,0.645
Micheal Jackson,Thriller 40,Thriller - Def Thrill Mix,27,0.00069,0.641,0.782,0.652,0.0767,-6.228,0.0456,93.006,0.376
Micheal Jackson,Ben,Greatest Show On Earth,27,0.892,0.0713,0.0882,0.933,0.0908,-20.621,0.0371,75.277,0.0379
Micheal Jackson,Got To Be There,Girl Don't Take Your Love From Me,27,0.0748,0.839,0.697,0.0000482,0.31,-9.529,0.0645,110,0.63
Anirudh Ravichander,Vettaiyan The Hunter (Telugu) [Original Motion Picture Soundtrack],Manduthunna,27,0.0751,0.773,0.548,0,0.345,-5.798,0.0506,90.753,0.742
Micheal Jackson,Got To Be There,Maria (You Were The Only One),27,0.82,0.606,0.628,0.000234,0.154,-7.55,0.0952,78.467,0.743
Yuvan Shankar Raja,Garudan (Original Motion Picture Soundtrack),Kombu Vacha,26,0.121,0.843,0.611,0.00654,0.334,-8.864,0.0497,103.985,0.698
Yuvan Shankar Raja,Sandakozhi (Original Soundtrack),The Fighter,26,0.0441,0.812,0.453,0.0127,0.116,-11.477,0.0945,119.911,0.0417
Hip Hop Tamizha,Natpe Thunai (Original Background Score),Malayali Penne & Falling for Deepa,26,0.176,0.598,0.85,0.0000623,0.0542,-6.04,0.0836,144.044,0.319
A R Rahman,May Maadham (Original Motion Picture Soundtrack),En Mel Vizhunda,26,0.0173,0.932,0.457,0.0436,0.0414,-9.62,0.0541,117.002,0.884
Sam C.S.,Kaithi (Original Background Score),Grief of Dilli,26,0.464,0.462,0.757,0,0.127,-8.052,0.102,112.483,0.431
A R Rahman,Raayan (Original Background Score),Raayan Rules,26,0.0578,0.647,0.944,0,0.331,-2.816,0.0666,175.089,0.652
Hip Hop Tamizha,Kadaisi Ulaga Por (Original Motion Picture Soundtrack),Sudhandhira Swasam,26,0.0759,0.713,0.803,0,0.129,-5.311,0.287,153.987,0.522
Anirudh Ravichander,Love Hits of Anirudh Ravichander,"Neelorpam (From ""Indian 2"")",26,0.00648,0.667,0.844,0.0029,0.542,-5.012,0.0405,142.008,0.557
Sam C.S.,Kaithi (Original Background Score),Ne Eppa Varuva Appa,26,0.00442,0.511,0.683,0.00516,0.089,-6.484,0.0427,123.85,0.254
Vijay Antony,Lets Play Vijay Antony Hits,"Idhamaai (From ""kolaigaran"")",26,0.324,0.433,0.415,0.907,0.192,-14.451,0.0275,89.979,0.675
Vijay Antony,Yuvan Yuvathi (Original Motion Picture Soundtrack),Kola Kuthu,26,0.299,0.825,0.337,0.0236,0.0703,-14.704,0.157,130.987,0.411
Hip Hop Tamizha,Hiphop Tamizhan,Senthamizh Penne,26,0.836,0.179,0.144,0.913,0.0947,-15.904,0.0426,146.875,0.0957
Sam C.S.,Vikram Vedha (Original Motion Picture Soundtrack),Oru Katha Sollatta?,26,0.137,0.76,0.784,0.149,0.274,-6.131,0.031,115.936,0.772
Micheal Jackson,Ben,People Make The World Go 'Round,26,0.526,0.333,0.467,0.0000844,0.352,-11.233,0.0322,90.262,0.291
Yuvan Shankar Raja,Rakshasudu (Original Motion Picture Soundtrack),Jananam Nichi,26,0.502,0.56,0.426,0.00493,0.156,-8.863,0.0272,129.875,0.219
Yuvan Shankar Raja,Masss (Original Motion Picture Soundtrack),Poochandi,26,0.63,0.655,0.488,0.00000574,0.0412,-8.237,0.0354,100.158,0.251
A R Rahman,Maamannan (Original Motion Picture Soundtrack),Veerane,26,0.619,0.247,0.285,1,0.188,-14.59,0.0442,115.623,0
Sam C.S.,Kaithi (Original Background Score),Eternal Love of Father,25,0.865,0.531,0.369,0.00000762,0.0949,-9.021,0.03,139.932,0.323
Vijay Antony,Pichaikkaran (Original Motion Picture Soundtrack),Nenjorathil - Male Vocals,25,0.12,0.555,0.603,0.00406,0.107,-10.613,0.0421,157.982,0.348
Anirudh Ravichander,The Badass Themes,"Badass (From ""Leo"")",25,0.433,0.549,0.942,0.0000147,0.314,-5.473,0.171,95.982,0.326
Hip Hop Tamizha,Kadaisi Ulaga Por (Original Motion Picture Soundtrack),Unkitta Solla,25,0.146,0.739,0.96,0.0000368,0.38,-2.293,0.0581,125.02,0.722
Yuvan Shankar Raja,Garudan (Original Motion Picture Soundtrack),Glimpse of Garudan,25,0.018,0.315,0.436,0.785,0.213,-6.863,0.0425,126.836,0.0928
Micheal Jackson,Forever Michael,Take Me Back,25,0.21,0.427,0.541,0,0.442,-5.726,0.0362,149.802,0.257
Micheal Jackson,Ben,Everybody's Somebody's Fool,25,0.161,0.782,0.758,0.0000587,0.0918,-4.728,0.0502,127.986,0.326
Anirudh Ravichander,Vettaiyan The Hunter (Telugu) [Original Motion Picture Soundtrack],Rakasi Vidhi,25,0.98,0.384,0.0871,0.764,0.0851,-18.217,0.0395,120.002,0.109
Yuvan Shankar Raja,Taramani (Original Motion Picture Soundtrack),Unnai Unnai Unnai,25,0.182,0.827,0.595,0,0.0785,-13.909,0.0565,118.741,0.921
Micheal Jackson,Music & Me,With A Child's Heart,25,0.00548,0.725,0.542,0.885,0.131,-15.397,0.124,89.856,0.784
Micheal Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,This Time Around - D.M. Radio Mix,25,0.303,0.654,0.753,0.0000825,0.13,-7.556,0.398,110.699,0.371
Micheal Jackson,Got To Be There,In Our Small Way,25,0.00938,0.714,0.822,0.000776,0.223,-6.631,0.0347,101.987,0.264
Micheal Jackson,Thriller 25 Super Deluxe Edition,Voice-Over Intro Quincy Jones Interview #1 / Quincy Jones Interview #1,25,0.0206,0.524,0.504,0.0491,0.141,-6.432,0.0324,100.623,0.627
Yuvan Shankar Raja,Yuvans Yorker Hits,Rendu Raaja,25,0.0237,0.302,0.542,0,0.16,-11.488,0.054,85.704,0.179
Anirudh Ravichander,The Badass Themes,"Rolex Theme (From ""Vikram"") - Background Score",25,0.0556,0.735,0.682,0.976,0.167,-5.265,0.0493,77.477,0.0376
Hip Hop Tamizha,Mega Power Star,Ola Olaala Ala,24,0.316,0.414,0.547,0,0.456,-17.301,0.498,78.843,0.443
Yuvan Shankar Raja,Taramani (Original Motion Picture Soundtrack),Oru Koappai,24,0.947,0.161,0.159,0.834,0.121,-14.642,0.0411,49.886,0.0415
Yuvan Shankar Raja,Music Special,"Nizhalinai Nijamum (From ""Raam"")",24,0.737,0.121,0.0933,0.00000437,0.207,-19.344,0.0366,58.446,0.0785
Yuvan Shankar Raja,Aaa,Trend Song,24,0.163,0.607,0.695,0.00000426,0.109,-9.537,0.0567,150.061,0.594
Yuvan Shankar Raja,Masss (Original Motion Picture Soundtrack),Sema Masss,24,0.817,0.878,0.166,0.0397,0.0416,-18.952,0.228,87.012,0.707
Yuvan Shankar Raja,The Greatest Of All Time Ost,Moscow Memoirs,24,0.0152,0.613,0.843,0,0.0917,-8.343,0.186,102.968,0.325
Anirudh Ravichander,Vettaiyan The Hunter (Hindi) [Original Motion Picture Soundtrack],Hunter Ka Avtaar,24,0.0848,0.843,0.483,0.00000763,0.0741,-10.288,0.095,109.588,0.665
Vijay Antony,Sukran (Original Motion Picture Soundtrack),Uchi Mudhal,24,0.0278,0.483,0.851,0.379,0.139,-7.822,0.11,150.013,0.196
Yuvan Shankar Raja,The Greatest Of All Time Ost,Bangkok Misery,24,0.000519,0.68,0.708,0.577,0.112,-10.086,0.0647,129.827,0.753
Sam C.S.,Kaithi (Original Background Score),The Battle of Cop and Killer,24,0.0725,0.625,0.578,0.879,0.171,-11.808,0.0318,124.994,0.425
Micheal Jackson,Got To Be There,Wings Of My Love,24,0.00273,0.469,0.501,0.928,0.197,-14.864,0.0374,89.961,0.261
A R Rahman,Raayan (Original Background Score),Brothers in Arms,24,0.596,0.607,0.822,0.0027,0.169,-10.02,0.0555,103.803,0.682
Micheal Jackson,Ben,What Goes Around Comes Around,24,0.509,0.708,0.87,0,0.399,-5.555,0.167,97.999,0.751
Yuvan Shankar Raja,Coffee With Kadhal (Original Motion Picture Soundtrack),Rum Bum Bum,24,0.0396,0.615,0.95,0.957,0.0776,-2.006,0.3,74.215,0.935
Yuvan Shankar Raja,Taramani (Original Motion Picture Soundtrack),From The Bottom Of Our Hearts,23,0.276,0.78,0.503,0.903,0.0938,-13.318,0.0927,90.12,0.148
Yuvan Shankar Raja,Taramani (Original Motion Picture Soundtrack),Kaadhal Oru Kattukkadhai,23,0.755,0.54,0.305,0.872,0.141,-22.239,0.0405,120.077,0.393
Vijay Antony,Kadhalil Vizhundhen,Solladi,23,0.0363,0.482,0.548,0.00000228,0.3,-9.946,0.0373,76.017,0.346
Hip Hop Tamizha,Meesaya Murukku (Original Background Score),"Natpu Iruku, Nenja Nimuthu..",23,0.743,0.53,0.627,0.955,0.141,-12.429,0.0443,128.108,0.214
A R Rahman,AR Rahman Rain Melodies,Meriseti Puvvaa,23,0.00219,0.426,0.879,0.308,0.139,-5.687,0.0422,128.894,0.058
Micheal Jackson,Thriller 25 Super Deluxe Edition,Voice-Over Intro Quincy Jones Interview #2/Quincy Jones Interview #2 / Voice-Over Intro Billie Jean (Demo),23,0.192,0.657,0.768,0.0611,0.129,-5.885,0.179,175.126,0.567
Micheal Jackson,Got To Be There,Love Is Here And Now You're Gone,23,0.112,0.825,0.775,0.000687,0.0782,-6.161,0.0381,89.601,0.764
Yuvan Shankar Raja,Yuvans Yorker Hits,Alai Payum Nenjile (Machi Machi),23,0.0487,0.255,0.545,0.383,0.108,-10.632,0.0652,176.73,0.477
Micheal Jackson,Forever Michael,Dear Michael,23,0.892,0.0713,0.0882,0.933,0.0908,-20.621,0.0371,75.277,0.0379
Micheal Jackson,Ben,Shoo-Be-Doo-Be-Doo-Da-Day,23,0.732,0.353,0.516,0.126,0.0694,-8.515,0.0358,66.795,0.0486
Anirudh Ravichander,The Badass Themes,"JD Intro (From ""Master"") - Background Score",23,0.753,0.514,0.472,0.00012,0.0746,-11.106,0.368,77.215,0.557
Micheal Jackson,Forever Michael,Just A Little Bit Of You,23,0.0377,0.505,0.603,0.0000288,0.688,-6.319,0.187,173.889,0.565
Sam C.S.,Kaithi (Original Background Score),Begining of the War,23,0.172,0.894,0.67,0.000363,0.0691,-9.406,0.0474,127.209,0.961
Sam C.S.,Lakshmi,Dreamy Chellamma,23,0.027,0.762,0.8,0.0000583,0.17,-6.244,0.0449,138.823,0.9
Sam C.S.,Kaithi (Original Background Score),Rise of Dilli,23,0.375,0.514,0.626,0,0.198,-5.631,0.0301,79.973,0.439
A R Rahman,Ponniyin Selvan (Original Score),Saaya Sanjale,23,0.328,0.296,0.163,0.465,0.162,-18.896,0.0422,108.574,0.0615
Anirudh Ravichander,Love Hits of Anirudh Ravichander,"Iraiva (From ""Velaikkaran"")",23,0.3,0.777,0.755,0,0.0855,-4.078,0.0711,117.989,0.567
Micheal Jackson,Thriller 25 Super Deluxe Edition,Voice-Over Intro / Voice-Over Session from Thriller,23,0.669,0.386,0.496,0,0.0649,-7.203,0.0643,199.995,0.3
Micheal Jackson,Thriller 25 Super Deluxe Edition,Quincy Jones Interview #3,23,0.642,0.505,0.422,0.000403,0.241,-15.422,0.544,89.67,0.391
Sam C.S.,RDX,Neela Nilave (Female Version),22,0.0388,0.423,0.431,0,0.174,-10.237,0.0264,105.627,0.322
Anirudh Ravichander,Vettaiyan The Hunter (Kannada) [Original Motion Picture Soundtrack],Minuguva,22,0.949,0.133,0.167,0.894,0.895,-15.71,0.0384,91.167,0.0566
Vijay Antony,Pichaikkaran (Original Motion Picture Soundtrack),Pichaikkaran Theme Music,22,0.0396,0.711,0.605,0.0000229,0.104,-9.801,0.031,140.981,0.807
Sam C.S.,Kaithi (Original Background Score),Nepolian Theme,22,0.746,0.162,0.48,0.912,0.118,-6.636,0.0345,149.146,0.0399
Yuvan Shankar Raja,Taramani (Original Motion Picture Soundtrack),Paavangalai,22,0.0218,0.695,0.726,0.00000701,0.118,-9.907,0.101,155.915,0.691
Vijay Antony,Pichaikkaran (Original Motion Picture Soundtrack),Oru Vellai Sotrukkaga,22,0.686,0.43,0.215,0.76,0.114,-18.647,0.035,105.743,0.033
Anirudh Ravichander,The Badass Themes,"Lokiverse (From ""Vikram"") - Background Score",22,0.19,0.609,0.679,0,0.478,-7.219,0.0447,140.048,0.336
Micheal Jackson,Thriller 25 Super Deluxe Edition,Quincy Jones Interview #4,22,0.443,0.645,0.86,0.0432,0.0807,-1.98,0.0258,102.012,0.522
A R Rahman,Raayan (Original Background Score),World of Raayan,22,0.438,0.907,0.577,0.0000319,0.137,-6.737,0.0767,140.07,0.801
Micheal Jackson,Music & Me,All The Things You Are,22,0.337,0.711,0.298,0.941,0.147,-11.256,0.0975,76.032,0.354
Yuvan Shankar Raja,Rakshasudu (Original Motion Picture Soundtrack),Masss (Theme),22,0.9,0.194,0.0979,0.884,0.135,-18.871,0.0379,132.427,0.0309
Hip Hop Tamizha,Hiphop Tamizhan,Tamizhan Da,22,0.0236,0.92,0.654,0.0153,0.036,-3.051,0.0401,117.046,0.847
Hip Hop Tamizha,A1 Express (Original Motion Picture Soundtrack),Telavaarutunte,22,0.456,0.301,0.505,0.522,0.151,-4.689,0.0291,90.065,0.179
Micheal Jackson,Forever Michael,You Are There,22,0.563,0.395,0.224,0.0378,0.0798,-16.716,0.0297,99.268,0.847
Micheal Jackson,Ben,You Can Cry On My Shoulder,22,0.00591,0.755,0.811,0.802,0.265,-10.303,0.147,105.321,0.647
Anirudh Ravichander,The Badass Themes,"The Karma Theme (From ""U-Turn"") - From ""U Turn""",22,0.446,0.639,0.759,0.12,0.22,-4.507,0.0502,80.032,0.756
Micheal Jackson,Thriller 25 Super Deluxe Edition,Voice-Over Intro Rod Temperton Interview #1 / Rod Temperton Interview #1,22,0.00586,0.756,0.913,0.0024,0.363,-2.567,0.0382,115.698,0.453
Micheal Jackson,Thriller 25 Super Deluxe Edition,Voice-Over Intro Quincy Jones Interview #6 / Quincy Jones Interview #6,22,0.613,0.195,0.545,0.975,0.0648,-12.212,0.0764,141.033,0.109
Hip Hop Tamizha,A1 Express (Original Motion Picture Soundtrack),Puttibhoomi,22,0.274,0.372,0.698,0.000767,0.185,-7.087,0.049,80.31,0.236
Sam C.S.,Kaithi (Original Background Score),Neel Iravu,21,0.694,0.456,0.257,0.916,0.0751,-18.001,0.0786,178.698,0.195
Sam C.S.,Lakshmi,Pappara Pappaa,21,0.159,0.705,0.73,0.000239,0.154,-7.886,0.346,140.14,0.819
Micheal Jackson,Forever Michael,We've Got Forever,21,0.0315,0.161,0.29,0.17,0.432,-14.797,0.0313,89.88,0.082
A R Rahman,Pippa (Original Motion Picture Soundtrack),"Rampage - From ""Pippa""",21,0.226,0.5,0.224,0.806,0.0796,-17.274,0.045,119.981,0.0331
Micheal Jackson,Thriller 25 Super Deluxe Edition,Voice-Over Intro Rod Temperton Interview #2 / Rod Temperton Interview #2,21,0.837,0.117,0.336,0.598,0.144,-14.408,0.0482,177.003,0.0696
Micheal Jackson,Thriller 25 Super Deluxe Edition,Quincy Jones Interview #5,21,0.495,0.605,0.692,0,0.303,-7.45,0.446,124.84,0.685
Micheal Jackson,Music & Me,Up Again,21,0.137,0.746,0.798,0,0.139,-8.382,0.349,109.968,0.553
Hip Hop Tamizha,Anbarivu,Kannirendum,21,0.00033,0.819,0.814,0.328,0.0644,-3.44,0.0382,125.965,0.464
A R Rahman,Raayan (Original Background Score),Danger's Call,21,0.859,0.277,0.484,0.88,0.132,-16.492,0.046,80.086,0.421
Hip Hop Tamizha,Kadaisi Ulaga Por (Original Motion Picture Soundtrack),Karandha Paal,21,0.838,0.753,0.323,0,0.0881,-7.845,0.043,110.028,0.451
Micheal Jackson,Forever Michael,I'll Come Home To You,21,0.239,0.5,0.36,0.116,0.726,-24.644,0.0832,104.184,0.183
Sam C.S.,Puriyaatha Puthir (Original Motion Picture Soundtrack),Vellai Kanavu,21,0.00267,0.581,0.818,0.854,0.121,-7.822,0.134,172.581,0.074
Anirudh Ravichander,Vettaiyan The Hunter (Kannada) [Original Motion Picture Soundtrack],Hunter Bandha,21,0.357,0.661,0.507,0.966,0.215,-11.764,0.0283,106.97,0.0395
Anirudh Ravichander,The Badass Themes,"Master the Blaster (From ""Master"") - Background Score",21,0.119,0.627,0.688,0,0.289,-5.735,0.0284,106.937,0.47
Vijay Antony,Yuvan Yuvathi (Original Motion Picture Soundtrack),Oh My Angel,21,0.198,0.572,0.729,0,0.103,-5.603,0.0481,140.059,0.378
Vijay Antony,Sukran (Original Motion Picture Soundtrack),Thulluvatho Ilamai,21,0.279,0.628,0.556,0,0.158,-6.76,0.328,126.698,0.32
A R Rahman,Raayan (Original Background Score),Echos of Violence,21,0.565,0.643,0.523,0.848,0.356,-10.599,0.0331,139.468,0.3
Micheal Jackson,Forever Michael,Cinderella Stay Awhile,21,0.0347,0.706,0.557,0,0.276,-5.8,0.0813,132.98,0.205
A R Rahman,Jeans (Original Background Score),Madhumitha's love Theme,21,0.00485,0.58,0.301,0.48,0.0484,-10.641,0.0309,196.313,0.577
A R Rahman,Raayan (Original Background Score),Hello Boys,21,0.426,0.67,0.698,0.000354,0.118,-10.498,0.0295,111.809,0.877
Anirudh Ravichander,The Badass Themes,"Bloody Sweet (From ""Leo"")",20,0.194,0.744,0.815,0.000263,0.303,-4.013,0.0446,131.39,0.347
Anirudh Ravichander,Love Hits of Anirudh Ravichander,"Oh Penne (From ""Vanakkam Chennai"")",20,0.633,0.459,0.631,0,0.0798,-5.411,0.0368,79.639,0.521
Anirudh Ravichander,Love Hits of Anirudh Ravichander,"Nee Paartha Vizhigal (From ""3"") - The Touch of Love",20,0.251,0.707,0.575,0,0.248,-7.546,0.125,138.008,0.576
Yuvan Shankar Raja,Coffee With Kadhal (Original Motion Picture Soundtrack),Baby Gurl,20,0.82,0.181,0.191,0.958,0.109,-19.214,0.0429,70.357,0.038
Hip Hop Tamizha,Mega Power Star,Singareniundhi,20,0.194,0.744,0.815,0.000263,0.303,-4.013,0.0446,131.39,0.347
Hip Hop Tamizha,A1 Express (Original Motion Picture Soundtrack),Poratamey,20,0.0561,0.837,0.912,0.000174,0.0727,-4.369,0.0588,122.371,0.715
A R Rahman,Pippa (Original Motion Picture Soundtrack),"Jazbaat - From ""Pippa""",20,0.296,0.72,0.895,0.0585,0.114,-5.208,0.072,134.944,0.594
Micheal Jackson,Forever Michael,Dapper Dan,20,0.886,0.245,0.173,0.718,0.238,-15.77,0.0391,130.614,0.144
A R Rahman,Raayan (Original Background Score),The Countdown Begins,20,0.966,0.176,0.0736,0.883,0.428,-19.831,0.0438,177.671,0.0344
A R Rahman,Randaka Randaka - A.R. Rahman & Harris Jayaraj,Partha Mudhal (Karaoke),20,0.101,0.706,0.567,0,0.0654,-10.572,0.0343,99.993,0.916
A R Rahman,Raayan (Original Background Score),The Night Turns Ugly,20,0.0347,0.706,0.557,0,0.276,-5.8,0.0813,132.98,0.205
Yuvan Shankar Raja,Masss (Original Motion Picture Soundtrack),Therikkuthu Masss - Remix,20,0.0397,0.341,0.706,0.00000113,0.21,-4.967,0.0332,105.89,0.122
Vijay Antony,Lets Play Vijay Antony Hits,"Nenjorathil (From ""Pichaikkaran"") - Male Vocals",20,0.0377,0.838,0.843,0.000207,0.097,-5.204,0.0739,114.972,0.628
Anirudh Ravichander,The Badass Themes,"Petta Theme (From ""Petta"") - From ""Petta""",20,0.00306,0.889,0.298,0.0000126,0.173,-9.086,0.182,100.042,0.314
A R Rahman,Ponniyin Selvan (Original Score),Vanathi's Message,20,0.892,0.0713,0.0882,0.933,0.0908,-20.621,0.0371,75.277,0.0379
Sam C.S.,Kaithi (Original Background Score),The Phase of Deathcall,20,0.554,0.623,0.545,0,0.149,-5.628,0.0302,139.55,0.566
Anirudh Ravichander,Love Hits of Anirudh Ravichander,"Andha Kanna Paathaakaa (From ""Master"")",19,0.118,0.899,0.806,0.784,0.0275,-2.288,0.0929,129.943,0.551
Sam C.S.,Vikram Vedha (Original Motion Picture Soundtrack),Idhu Emosion,19,0.52,0.808,0.812,0.0000791,0.134,-5.012,0.0381,100.331,0.269
Anirudh Ravichander,Love Hits of Anirudh Ravichander,"Sirikkadhey (From ""Remo"")",19,0.0203,0.776,0.471,0,0.268,-8.406,0.253,131.018,0.405
Sam C.S.,Vikram Vedha (Original Motion Picture Soundtrack),Yethu Dharmam?,19,0.0094,0.763,0.742,0.0116,0.0672,-3.113,0.155,90.503,0.242
A R Rahman,Ponniyin Selvan (Original Score),Karikalan's Valour,19,0.00355,0.808,0.892,0.759,0.246,-10.325,0.0481,135.735,0.668
Micheal Jackson,Music & Me,Too Young,19,0.179,0.695,0.827,0,0.283,-5.742,0.282,81.024,0.538
Micheal Jackson,XSCAPE - Track by Track Commentary,About Chicago - Commentary by LA Reid & Timbaland,19,0.777,0.352,0.48,0.58,0.0975,-9.38,0.0369,62.912,0.105
Anirudh Ravichander,Love Hits of Anirudh Ravichander,"Ilamai Thirumbudhe (From ""Petta"") - From ""Petta""",19,0.778,0.351,0.224,0.366,0.136,-17.437,0.035,80.096,0.0647
A R Rahman,Nayakudu (Original Motion Picture Soundtrack),Veeruda,19,0.668,0.82,0.864,0.0000139,0.116,-5.086,0.0957,93.999,0.841
Micheal Jackson,XSCAPE - Track by Track Commentary,About Love Never Felt So Good - Commentary by LA Reid,19,0.325,0.573,0.422,0.000166,0.453,-14.258,0.033,142.65,0.726
Yuvan Shankar Raja,Music Special,"Enna Solli (From ""En Mana Vaanill"")",19,0.187,0.615,0.587,0.91,0.117,-11.04,0.03,104.999,0.236
Yuvan Shankar Raja,Rakshasudu (Original Motion Picture Soundtrack),Masss,19,0.0365,0.76,0.675,0.00252,0.207,-7.354,0.0391,124.009,0.478
A R Rahman,Raayan (Original Background Score),The Lone Wolf,19,0.486,0.504,0.508,0.0102,0.124,-11.094,0.518,82.069,0.317
A R Rahman,Raayan (Original Background Score),Whispers of Deceit,19,0.394,0.482,0.508,0.0000513,0.348,-15.737,0.476,92.542,0.357
A R Rahman,Raayan (Original Background Score),Guardian Angel,19,0.0181,0.716,0.92,0.000711,0.0509,-3.078,0.248,151.054,0.455
